date,code,usdprice
2016-07-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.63
2016-07-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.63
2016-08-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.5
2016-09-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.78
2016-10-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.66
2016-10-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.66
2016-11-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.65
2016-11-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.65
2017-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.66
2017-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.66
2017-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.66
2017-02-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.75
2017-02-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.75
2017-02-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.75
2017-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.86
2017-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.86
2017-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.86
2017-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.86
2017-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.86
2017-04-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.83
2017-04-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.83
2017-06-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.84
2017-07-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.93
2017-07-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.93
2017-07-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.93
2017-08-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.87
2017-08-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.87
2017-08-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.87
2017-09-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.98
2017-09-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.98
2017-09-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.98
2018-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.12
2018-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.12
2018-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.12
2018-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.12
2018-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.12
2018-02-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.97
2018-02-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.97
2018-02-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.97
2018-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.06
2018-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.06
2018-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.06
2018-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.06
2018-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.06
2018-05-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.89
2018-05-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.89
2018-08-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.8
2018-09-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.91
2018-10-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.86
2018-10-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.86
2018-12-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.81
2018-12-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,3.81
2019-02-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.09
2019-02-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.09
2019-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.08
2019-05-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.17
2019-05-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.17
2019-06-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.16
2019-07-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.23
2019-07-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.23
2019-08-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.24
2019-08-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.24
2019-09-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.24
2019-10-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.28
2019-10-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.28
2019-10-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.28
2019-11-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.37
2019-11-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.37
2019-12-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.52
2019-12-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.52
2019-12-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.52
2020-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.62
2020-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.62
2020-02-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.67
2020-06-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.58
2020-09-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.68
2020-12-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.87
2021-01-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.89
2021-02-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.94
2021-03-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.83
2021-04-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.88
2021-05-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.89
2021-05-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.89
2021-06-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.94
2021-07-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.84
2021-07-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.84
2021-07-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.84
2021-08-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.94
2021-09-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.94
2021-09-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.94
2021-11-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,5.12
2021-11-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,5.12
2021-12-15,West Bank-Tulkarm-Tulkarem-Tea-KG-Retail-ILS,4.96
2014-06-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.78
2014-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.75
2014-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.63
2014-09-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.64
2014-10-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.92
2014-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.93
2014-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.93
2014-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.93
2015-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,5.25
2015-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,5.14
2015-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,5.14
2015-03-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.36
2015-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.18
2015-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.18
2015-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.64
2015-06-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.03
2015-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.6
2015-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.68
2015-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.68
2015-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.68
2015-09-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.04
2015-09-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.04
2015-10-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.13
2015-10-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.13
2015-10-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.13
2015-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.05
2015-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.05
2015-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.88
2015-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.88
2016-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.8
2016-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.8
2016-03-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.31
2016-03-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.31
2016-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,2.95
2016-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,2.95
2016-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,2.95
2016-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.01
2016-09-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.39
2016-10-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.84
2016-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.83
2016-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.83
2016-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.21
2017-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.33
2017-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.33
2017-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.33
2017-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.44
2017-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.24
2017-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.24
2017-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.24
2017-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.66
2017-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.66
2017-06-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.52
2017-06-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.52
2017-06-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.52
2017-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.98
2017-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.95
2017-09-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.02
2017-10-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.88
2017-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.76
2017-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.76
2017-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.76
2017-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.83
2017-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.83
2018-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.79
2018-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.79
2018-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.94
2018-03-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.31
2018-03-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.31
2018-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.34
2018-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,6.94
2018-06-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.19
2018-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.56
2018-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.62
2018-10-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.71
2018-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.36
2019-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.31
2019-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.31
2019-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.2
2019-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.2
2019-03-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.19
2019-03-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.19
2019-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4
2019-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.83
2019-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.83
2019-06-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.68
2019-06-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.68
2019-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.59
2019-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.59
2019-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.59
2019-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.69
2019-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.69
2019-10-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.07
2019-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.46
2019-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.46
2019-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.21
2019-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.21
2020-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.3
2020-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.51
2020-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.51
2020-03-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.7
2020-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.97
2020-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.97
2020-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.04
2020-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.04
2020-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.04
2020-06-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.36
2020-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.66
2020-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.23
2020-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.23
2020-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.78
2020-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.96
2020-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.96
2021-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.86
2021-01-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.86
2021-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,5.09
2021-02-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,5.09
2021-03-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,5.06
2021-04-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.78
2021-05-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.39
2021-06-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.19
2021-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.86
2021-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.86
2021-07-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,3.86
2021-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.41
2021-08-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.41
2021-09-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,5
2021-09-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,5
2021-11-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.72
2021-12-15,West Bank-Ramallah and Albireh-Ramallah-Eggs-2 KG-Retail-ILS,4.47
